Time (sec.)	Cycles	"speed_target"	"speed_actual"	"speed_error"
4.948700976	831381764	3600.000000000	3670.000000000	8.769416809
4.948700976	831381764	3600.000000000	3670.000000000	-13.792915344
4.998646714	839772648	3600.000000000	3670.000000000	-13.792915344
4.998646714	839772648	3600.000000000	3639.000000000	-13.792915344
4.998690476	839780000	3600.000000000	3639.000000000	15.177757263
5.048646750	848172654	3600.000000000	3639.000000000	15.177757263
5.048646750	848172654	3600.000000000	3669.000000000	15.177757263
5.048695476	848180840	3600.000000000	3669.000000000	-12.822242737
5.098646571	856572624	3600.000000000	3669.000000000	-12.822242737
5.098646571	856572624	3600.000000000	3669.000000000	-12.822242737
5.098690476	856580000	3600.000000000	3669.000000000	-0.804550171
5.148646935	864972685	3600.000000000	3669.000000000	-0.804550171
5.148646935	864972685	3600.000000000	3637.000000000	-0.804550171
5.148698976	864981428	3600.000000000	3637.000000000	-13.774101257
5.198646256	873372571	3600.000000000	3637.000000000	-13.774101257
5.198646256	873372571	3600.000000000	3633.000000000	-13.774101257
5.198690476	873380000	3600.000000000	3633.000000000	4.640808105
5.248646786	881772660	3600.000000000	3633.000000000	4.640808105
5.248646786	881772660	3600.000000000	3664.000000000	4.640808105
5.248690476	881780000	3600.000000000	3664.000000000	-15.110248566
5.298646577	890172625	3600.000000000	3664.000000000	-15.110248566
5.298646577	890172625	3600.000000000	3666.000000000	-15.110248566
5.298690476	890180000	3600.000000000	3666.000000000	17.811729431
5.348646351	898572587	3600.000000000	3666.000000000	17.811729431
5.348646351	898572587	3600.000000000	3636.000000000	17.811729431
5.348690476	898580000	3600.000000000	3636.000000000	-6.306350708
5.398646679	906972642	3600.000000000	3636.000000000	-6.306350708
5.398646679	906972642	3600.000000000	3635.000000000	-6.306350708
5.398690476	906980000	3600.000000000	3635.000000000	21.693649292
5.448688976	915379748	3600.000000000	3635.000000000	-12.728458405
5.498646554	923772621	3600.000000000	3635.000000000	-12.728458405
5.498646554	923772621	3600.000000000	3663.000000000	-12.728458405
5.498690476	923780000	3600.000000000	3663.000000000	16.013069153
5.548646363	932172589	3600.000000000	3663.000000000	16.013069153
5.548646363	932172589	3600.000000000	3633.000000000	16.013069153
5.548690476	932180000	3600.000000000	3633.000000000	-9.982185364
5.598646280	940572575	3600.000000000	3633.000000000	-9.982185364
5.598646280	940572575	3600.000000000	3632.000000000	-9.982185364
5.598690476	940580000	3600.000000000	3632.000000000	13.273941040
5.648646708	948972647	3600.000000000	3632.000000000	13.273941040
5.648646708	948972647	3600.000000000	3660.000000000	13.273941040
5.648690476	948980000	3600.000000000	3660.000000000	-18.924316406
5.698646571	957372624	3600.000000000	3660.000000000	-18.924316406
5.698646571	957372624	3600.000000000	3658.000000000	-18.924316406
5.698690476	957380000	3600.000000000	3658.000000000	10.075683594
5.748646375	965772591	3600.000000000	3658.000000000	10.075683594
5.748646375	965772591	3600.000000000	3625.000000000	10.075683594
